Model,num_rows,num_cols,acc,std
TabPFN,3,0.377,0.0153331701257798
TabPFN,5,0.434,0.015680876566375044
TabPFN,15,0.582,0.015605111967541904
LR,3,0.403,0.015518757419066515
LR,5,0.487,0.01581395210189664
LR,15,0.578,0.015625625112620622
CatBoost,3,0.397,0.015480007449307982
CatBoost,5,0.491,0.015816736995005295
CatBoost,15,0.6,0.015499685165842573
R_Forest,3,0.395,0.015466551464829328
R_Forest,5,0.466,0.015782683329937694
R_Forest,15,0.594,0.015537226438634581
KNN,3,0.433,0.01567663091218125
KNN,5,0.503,0.015819015179246818
KNN,15,0.571,0.01565899754787018
SVC,3,0.415,0.015589035185604594
SVC,5,0.491,0.0158167369950053
SVC,15,0.595,0.01553113699045296
FTTransformer,3,0.425,0.01564032031704017
FTTransformer,5,0.509,0.015816736995005295
FTTransformer,15,0.576,0.015635487471405186
