Model,num_rows,num_cols,acc,std
LR,10,-3,0.544,0.01575792855397918
CatBoost,10,-3,0.541,0.015766025737882314
R_Forest,10,-3,0.543,0.0157606915901365
KNN,10,-3,0.531,0.015788865959538965
FTTransformer,10,-3,0.554,0.015726771166750392
Model,num_rows,num_cols,num_1s,acc,std
LR,10,-3,5,0.536,0.015778243024904673
CatBoost,10,-3,5,0.528,0.015794475789511517
R_Forest,10,-3,5,0.526,0.0157978977580428
KNN,10,-3,5,0.545,0.015755101498347232
FTTransformer,10,-3,5,0.538,0.015773547629015002
Model,num_rows,num_cols,num_1s,acc,std
LR,10,-3,3,0.522,0.01580397942816194
CatBoost,10,-3,3,0.549,0.015743152379585443
R_Forest,10,-3,3,0.513,0.01581395210189664
KNN,10,-3,3,0.52,0.015806639423035177
FTTransformer,10,-3,3,0.506,0.015818160898606833
Model,num_rows,num_cols,num_1s,acc,std
LR,10,-3,1,0.504,0.015818793703510844
CatBoost,10,-3,1,0.508,0.015817274929209084
R_Forest,10,-3,1,0.499,0.015819268290576817
KNN,10,-3,1,0.506,0.015818160898606833
FTTransformer,10,-3,1,0.5,0.015819299929208316
Model,num_rows,num_cols,num_1s,acc,std
LR,10,-3,4,0.561,0.01570113134540074
CatBoost,10,-3,4,0.535,0.015780495050030086
R_Forest,10,-3,4,0.536,0.015778243024904673
KNN,10,-3,4,0.548,0.01574623586588058
FTTransformer,10,-3,4,0.562,0.015697210019694662
Model,num_rows,num_cols,num_1s,acc,std
LR,10,-3,2,0.544,0.01575792855397918
CatBoost,10,-3,2,0.541,0.015766025737882314
R_Forest,10,-3,2,0.543,0.0157606915901365
KNN,10,-3,2,0.531,0.015788865959538965
FTTransformer,10,-3,2,0.554,0.015726771166750392
