Model,num_rows,num_cols,acc,std
LR,0.527,0.01579621855130273
CatBoost,0.462,0.015773547629015002
R_Forest,0.464,0.015778243024904673
KNN,0.466,0.015782683329937694
SVC,0.49,0.015816135752773183
FTTransformer,0.501,0.015819268290576817
