model,num_rows,num_cols,acc,std
SVC,3,-3,0.656,0.015029633724408917
SVC,5,-3,0.646,0.015129868238451812
SVC,10,-3,0.72,0.014205696104091546
LR,3,-3,0.629,0.015283736211823095
LR,5,-3,0.643,0.01515852172148659
LR,10,-3,0.717,0.01425181090648182
KNN,3,-3,0.671,0.014865395385928355
KNN,5,-3,0.682,0.014734079309311905
KNN,10,-3,0.74,0.01387777332977422
