Model,num_rows,num_cols,acc,std
LR,0.634,0.0152406127264056
CatBoost,0.636,0.015222868840522005
R_Forest,0.634,0.0152406127264056
KNN,0.581,0.015610338967577953
SVC,0.629,0.015283736211823095
FTTransformer,0.632,0.015258073561521743
