Model,num_rows,num_cols,acc,std
LR,0.662,0.014965960710224385
CatBoost,0.642,0.015167928865407633
R_Forest,0.661,0.014976758771620222
KNN,0.689,0.014645596385722692
SVC,0.673,0.014842213153411162
FTTransformer,0.64,0.015186527932039985
