Model,num_rows,num_cols,acc,std
TabPFN,3,0.411,0.015566673418599151
TabPFN,5,0.449,0.015736792768752044
TabPFN,15,0.624,0.015325105508898101
LR,3,0.436,0.015689173023144026
LR,5,0.5,0.015819299929208316
LR,15,0.632,0.015258073561521741
CatBoost,3,0.428,0.015654426245029263
CatBoost,5,0.483,0.015810153729833274
CatBoost,15,0.627,0.015300493622922927
R_Forest,3,0.408,0.015549205052920803
R_Forest,5,0.479,0.015805341148131185
R_Forest,15,0.635,0.015231776226264848
KNN,3,0.446,0.015726771166750392
KNN,5,0.5,0.015819299929208316
KNN,15,0.619,0.01536473478700739
SVC,3,0.442,0.015712507211864152
SVC,5,0.498,0.01581917337430266
SVC,15,0.606,0.015459721957493382
FTTransformer,3,0.442,0.015712507211864152
FTTransformer,5,0.495,0.01581850894443674
FTTransformer,15,0.631,0.01526669813915478
