Model,num_rows,num_cols,acc,std
TabPFN,3,0.357,0.01515852172148659
TabPFN,5,0.361,0.015195720118175047
TabPFN,15,0.44,0.015704987954361718
LR,3,0.39,0.01543172505386673
LR,5,0.403,0.015518757419066513
LR,15,0.475,0.01579951342999602
CatBoost,3,0.389,0.01542455564730851
CatBoost,5,0.39,0.01543172505386673
CatBoost,15,0.477,0.015802554246726087
R_Forest,3,0.376,0.015325105508898101
R_Forest,5,0.389,0.01542455564730851
R_Forest,15,0.485,0.01581217964181488
KNN,3,0.387,0.015410011955494015
KNN,5,0.4,0.015499685165842573
KNN,15,0.492,0.015817274929209084
SVC,3,0.392,0.015445859463771338
SVC,5,0.402,0.015512467135714959
SVC,15,0.481,0.015807874268505835
FTTransformer,3,0.376,0.015325105508898101
FTTransformer,5,0.388,0.015417317979911216
FTTransformer,15,0.487,0.01581395210189664
STUNT,3,0.415,0.015589035185604594
STUNT,5,0.415,0.015589035185604594
STUNT,10,0.469,0.015788865959538965
STUNT,15,0.495,0.01581850894443674
