Model,num_rows,num_cols,acc,std
LR,0.44,0.015704987954361718
CatBoost,0.433,0.01567663091218125
R_Forest,0.43,0.01566350361015521
KNN,0.426,0.015645087688113762
SVC,0.437,0.015693223928730425
FTTransformer,0.43,0.01566350361015521
