Model,num_rows,num_cols,acc,std
TabPFN,3,0.566,0.01568087656637504
TabPFN,5,0.685,0.014696631960792617
TabPFN,15,0.834,0.011772110370812133
LR,3,0.592,0.015549205052920803
LR,5,0.705,0.014428554438445427
LR,15,0.883,0.010169287802713343
CatBoost,3,0.587,0.015577986829936457
CatBoost,5,0.714,0.014297146862518003
CatBoost,15,0.844,0.011480235006122295
R_Forest,3,0.577,0.015630589090476255
R_Forest,5,0.682,0.014734079309311903
R_Forest,15,0.845,0.01145015747079952
KNN,3,0.592,0.015549205052920803
KNN,5,0.731,0.014029819522568201
KNN,15,0.851,0.011266140684632246
SVC,3,0.592,0.015549205052920803
SVC,5,0.708,0.014385511563477433
SVC,15,0.851,0.011266140684632246
FTTransformer,3,0.585,0.015589035185604594
FTTransformer,5,0.726,0.014111099288259692
FTTransformer,15,0.833,0.011800434324644593
