model,num_rows,num_cols,acc,std
TabPFN,3,-3,0.625,0.015316971293620996
TabPFN,5,-3,0.726,0.014111099288259692
TabPFN,10,-3,0.885,0.010093407594904551
TabPFN,15,-3,0.945,0.0072129762946392005
