model,num_rows,num_cols,acc,std
SVC,2,-3,0.501996007984032,0.015803362606813944
SVC,6,-3,0.49600798403193613,0.01580298482815926
SVC,10,-3,0.468063872255489,0.01577121911560086
LR,2,-3,0.5069860279441117,0.01580194589028973
LR,6,-3,0.48502994011976047,0.015796403734275904
LR,10,-3,0.47005988023952094,0.015775130252845267
CatBoost,2,-3,0.501996007984032,0.015803362606813944
CatBoost,6,-3,0.4880239520958084,0.015798954627103883
CatBoost,10,-3,0.4550898203592814,0.015739610555036428
R_Forest,2,-3,0.5039920159680639,0.01580298482815926
R_Forest,6,-3,0.4870259481037924,0.015798167358447277
R_Forest,10,-3,0.4600798403193613,0.015753038520502763
KNN,2,-3,0.5039920159680639,0.01580298482815926
KNN,6,-3,0.46506986027944114,0.015764877227086707
KNN,10,-3,0.44510978043912175,0.01570797006213997
STUNT,2,-3,0.49700598802395207,0.015803205200138656
STUNT,6,-3,0.49001996007984033,0.015800340124666207
STUNT,10,-3,0.4720558882235529,0.01577878818099048
TabNet,2,-3,0.5129740518962076,0.015798167358447277
TabNet,6,-3,0.47604790419161674,0.015785345101910177
TabNet,10,-3,0.47305389221556887,0.01578052224715256
FTTransformer,2,-3,0.5279441117764471,0.01577878818099048
FTTransformer,6,-3,0.4870259481037924,0.015798167358447277
FTTransformer,10,-3,0.46407185628742514,0.015762636447675466
TabPFN,2,-3,0.4880239520958084,0.015798954627103883
TabPFN,6,-3,0.48403193612774453,0.015795427357648825
TabPFN,10,-3,0.4600798403193613,0.015753038520502763
