Model,num_rows,num_cols,acc,std
TabPFN,3,0.327,0.014842213153411162
TabPFN,5,0.327,0.014842213153411162
TabPFN,15,0.384,0.01538768276189696
LR,3,0.334,0.01492201952373293
LR,5,0.33,0.014876872027456625
LR,15,0.407,0.015543249100255476
CatBoost,3,0.343,0.015019206922357007
CatBoost,5,0.329,0.014865395385928355
CatBoost,15,0.403,0.015518757419066515
R_Forest,3,0.35,0.015090650341444127
R_Forest,5,0.321,0.014770821817934751
R_Forest,15,0.39,0.01543172505386673
KNN,3,0.344,0.015029633724408917
KNN,5,0.348,0.015070604603768327
KNN,15,0.407,0.015543249100255476
SVC,3,0.328,0.014853842487270312
SVC,5,0.314,0.014683991951088084
SVC,15,0.406,0.015537226438634581
FTTransformer,3,0.342,0.015008706182121804
FTTransformer,5,0.328,0.014853842487270312
FTTransformer,15,0.401,0.01550610974549837
